n,k,difficulty,solved,cost,time
4,50,hard,True,34,5.49
4,50,hard,True,38,5.17
4,50,hard,True,28,0.0
4,50,hard,True,30,0.3
4,50,hard,True,28,0.15
4,50,hard,True,22,0.02
4,50,hard,True,36,0.13
4,50,hard,True,44,8.61
4,50,hard,True,42,17.08
4,50,hard,True,42,0.37
4,50,hard,False,42,30.0
4,50,hard,True,32,0.77
4,50,hard,True,30,0.04
4,50,hard,True,40,7.73
4,50,hard,True,36,0.96
4,50,hard,True,34,0.13
4,50,hard,True,40,23.84
4,50,hard,True,42,10.65
4,50,hard,True,30,0.18
4,50,hard,True,36,0.03
4,50,hard,False,40,30.0
4,50,hard,True,36,0.45
4,50,hard,True,34,0.11
4,50,hard,True,36,0.41
4,50,hard,True,32,0.26
4,50,hard,True,38,7.4
4,50,hard,True,34,4.32
4,50,hard,True,38,4.27
4,50,hard,True,32,0.64
4,50,hard,True,34,0.08
4,50,hard,True,32,0.1
4,50,hard,True,38,10.91
4,50,hard,False,44,30.0
4,50,hard,True,40,5.1
4,50,hard,False,44,30.0
