n,k,difficulty,solved,cost,time
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,10,0.0
7,10,easy,True,8,0.0
7,10,easy,True,10,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.01
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.01
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.06
7,20,medium,True,20,0.01
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.02
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.01
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,16,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.01
7,20,medium,True,18,0.0
7,20,medium,True,20,0.02
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.01
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,12,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,16,0.0
7,20,medium,True,20,0.0
7,20,medium,True,14,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,16,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.01
7,20,medium,True,18,0.0
7,20,medium,True,14,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,18,0.0
7,20,medium,True,18,0.0
7,20,medium,True,20,0.01
7,20,medium,True,20,0.0
7,20,medium,True,16,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.03
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,20,medium,True,20,0.0
7,50,hard,False,50,30.0
7,50,hard,True,42,3.06
7,50,hard,True,46,20.31
7,50,hard,True,40,6.1
7,50,hard,True,44,2.32
7,50,hard,True,46,1.39
7,50,hard,True,46,0.3
7,50,hard,True,40,0.36
7,50,hard,False,48,30.0
7,50,hard,True,50,7.2
7,50,hard,True,36,0.24
7,50,hard,True,42,0.07
7,50,hard,True,40,0.01
7,50,hard,True,50,27.23
7,50,hard,True,40,0.05
7,50,hard,True,40,0.15
7,50,hard,True,50,0.78
7,50,hard,True,48,0.58
7,50,hard,True,42,1.23
7,50,hard,False,50,30.0
7,50,hard,True,48,2.62
7,50,hard,True,46,0.29
7,50,hard,True,50,12.15
7,50,hard,True,48,29.34
7,50,hard,True,42,0.26
7,50,hard,False,48,30.0
7,50,hard,True,38,0.35
7,50,hard,True,46,28.39
7,50,hard,True,40,5.21
7,50,hard,False,42,30.0
7,50,hard,True,46,0.05
7,50,hard,True,48,24.84
7,50,hard,False,48,30.0
7,50,hard,True,44,0.34
7,50,hard,True,48,1.33
7,50,hard,True,38,17.07
7,50,hard,True,44,26.13
7,50,hard,True,50,0.49
7,50,hard,True,32,0.39
7,50,hard,True,44,0.44
7,50,hard,True,46,3.42
7,50,hard,True,42,8.03
7,50,hard,True,44,0.38
7,50,hard,True,50,4.46
7,50,hard,True,44,0.16
7,50,hard,True,50,17.46
7,50,hard,True,50,25.62
7,50,hard,True,48,1.1
7,50,hard,True,44,0.33
7,50,hard,True,44,0.23
7,50,hard,True,48,16.78
7,50,hard,True,46,0.04
7,50,hard,True,44,1.33
7,50,hard,True,42,3.71
7,50,hard,True,42,11.74
7,50,hard,True,48,0.02
7,50,hard,True,46,6.94
7,50,hard,True,48,1.99
7,50,hard,True,46,1.83
7,50,hard,True,40,0.12
7,50,hard,True,46,0.1
7,50,hard,False,48,30.0
7,50,hard,True,44,2.18
7,50,hard,True,36,0.0
7,50,hard,True,46,7.11
7,50,hard,True,44,0.35
7,50,hard,True,46,0.38
7,50,hard,False,48,30.0
7,50,hard,True,46,0.4
7,50,hard,True,44,0.14
7,50,hard,True,48,4.25
7,50,hard,True,46,2.43
7,50,hard,True,44,5.22
7,50,hard,True,44,7.6
7,50,hard,False,46,30.0
7,50,hard,True,46,0.8
7,50,hard,True,40,10.3
7,50,hard,True,42,0.9
7,50,hard,True,50,8.22
7,50,hard,True,36,0.22
7,50,hard,True,48,10.73
7,50,hard,True,44,10.14
7,50,hard,True,50,8.63
7,50,hard,True,44,0.37
7,50,hard,True,48,3.15
7,50,hard,True,44,13.06
7,50,hard,True,46,0.01
7,50,hard,True,44,0.65
7,50,hard,True,40,13.02
7,50,hard,True,48,3.88
7,50,hard,True,44,0.19
7,50,hard,True,46,0.08
7,50,hard,True,42,0.02
7,50,hard,True,38,0.0
7,50,hard,True,48,4.27
7,50,hard,True,50,5.83
7,50,hard,True,42,0.5
7,50,hard,True,50,0.74
7,50,hard,True,46,16.71
7,50,hard,True,46,7.02
