n,k,difficulty,solved,cost,time
5,10,easy,True,10,0.0
5,10,easy,True,10,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,20,0.01
5,20,medium,True,18,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.01
5,20,medium,True,14,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.01
5,20,medium,True,20,0.01
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,20,0.04
5,20,medium,True,20,0.0
5,20,medium,True,14,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.03
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,12,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,18,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,16,0.0
5,20,medium,True,16,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.01
5,20,medium,True,16,0.0
5,20,medium,True,10,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,20,medium,True,20,0.0
5,50,hard,True,34,2.93
5,50,hard,False,48,30.0
5,50,hard,True,42,2.57
5,50,hard,True,42,8.47
5,50,hard,True,48,0.62
5,50,hard,False,46,30.0
5,50,hard,False,46,30.0
5,50,hard,True,40,0.07
5,50,hard,True,46,3.83
5,50,hard,True,36,4.72
5,50,hard,True,40,2.04
5,50,hard,True,36,0.07
5,50,hard,True,38,0.12
5,50,hard,False,46,30.0
5,50,hard,True,38,0.3
5,50,hard,True,42,8.0
5,50,hard,True,40,0.68
5,50,hard,False,46,30.0
5,50,hard,True,46,25.57
5,50,hard,True,36,0.65
5,50,hard,False,46,30.0
5,50,hard,True,46,10.38
5,50,hard,True,46,2.11
5,50,hard,True,38,4.8
5,50,hard,True,44,0.24
5,50,hard,True,36,0.0
5,50,hard,True,48,29.27
5,50,hard,True,42,0.04
5,50,hard,True,44,3.13
5,50,hard,False,46,30.0
5,50,hard,True,40,15.04
5,50,hard,False,52,30.0
5,50,hard,True,32,0.21
5,50,hard,True,38,0.2
5,50,hard,True,42,4.51
5,50,hard,True,46,27.04
5,50,hard,True,50,12.22
5,50,hard,True,38,0.94
5,50,hard,True,44,0.89
5,50,hard,True,38,0.51
5,50,hard,True,34,0.39
5,50,hard,True,42,0.03
5,50,hard,False,42,30.0
5,50,hard,False,48,30.0
5,50,hard,True,40,0.23
5,50,hard,True,36,0.17
5,50,hard,True,30,0.44
5,50,hard,True,38,0.06
5,50,hard,True,40,0.15
5,50,hard,False,48,30.0
5,50,hard,True,38,0.03
5,50,hard,True,34,0.74
5,50,hard,True,36,2.86
5,50,hard,True,38,0.14
5,50,hard,True,44,24.93
5,50,hard,True,46,4.48
5,50,hard,True,26,0.0
5,50,hard,True,42,0.2
5,50,hard,False,44,30.0
5,50,hard,True,26,0.05
5,50,hard,True,44,3.66
5,50,hard,True,44,5.72
5,50,hard,False,46,30.0
5,50,hard,True,34,3.36
5,50,hard,False,50,30.0
5,50,hard,True,44,14.25
5,50,hard,True,42,5.36
5,50,hard,True,38,8.55
5,50,hard,True,38,0.64
5,50,hard,True,30,0.1
5,50,hard,True,46,1.67
5,50,hard,False,46,30.0
5,50,hard,True,42,18.77
5,50,hard,True,36,1.75
5,50,hard,False,46,30.0
5,50,hard,False,44,30.0
5,50,hard,True,40,9.53
5,50,hard,True,36,0.18
5,50,hard,True,42,8.77
5,50,hard,False,50,30.0
5,50,hard,True,26,0.02
5,50,hard,False,44,30.0
5,50,hard,True,22,0.0
5,50,hard,True,36,0.99
5,50,hard,True,46,1.71
5,50,hard,True,48,11.69
5,50,hard,True,32,0.0
5,50,hard,True,38,2.91
5,50,hard,True,42,9.58
5,50,hard,True,40,6.62
5,50,hard,True,40,5.04
5,50,hard,False,44,30.0
5,50,hard,False,44,30.0
5,50,hard,True,36,0.0
5,50,hard,True,42,1.64
5,50,hard,True,38,0.63
5,50,hard,True,42,0.4
5,50,hard,True,36,0.4
5,50,hard,True,44,20.28
5,50,hard,True,36,5.96
