n,k,difficulty,solved,cost,time
6,20,medium,True,20,0.0
6,20,medium,True,18,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,18,0.0
6,20,medium,True,18,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,18,0.0
6,20,medium,True,20,0.0
6,20,medium,True,16,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,18,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,18,0.0
6,20,medium,True,20,0.01
6,20,medium,True,20,0.01
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.01
6,20,medium,True,18,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,20,medium,True,20,0.0
6,50,hard,True,32,0.03
6,50,hard,True,50,4.16
6,50,hard,True,48,6.31
6,50,hard,True,42,4.63
6,50,hard,True,50,0.75
6,50,hard,True,48,2.16
6,50,hard,True,44,0.38
6,50,hard,True,46,0.24
6,50,hard,False,42,30.01
6,50,hard,True,32,0.31
6,50,hard,True,44,2.63
6,50,hard,False,44,30.0
6,50,hard,True,46,4.2
6,50,hard,True,40,0.11
6,50,hard,False,44,30.0
6,50,hard,True,38,0.03
6,50,hard,False,46,30.0
6,50,hard,True,50,5.78
6,50,hard,True,46,7.15
6,50,hard,True,40,0.01
6,50,hard,True,46,2.11
6,50,hard,True,50,0.22
6,50,hard,False,50,30.0
6,50,hard,True,42,19.67
6,50,hard,True,50,0.38
6,50,hard,True,46,22.91
6,50,hard,True,44,5.86
6,50,hard,True,38,3.5
6,50,hard,True,44,1.38
6,50,hard,True,46,1.25
6,50,hard,True,46,0.05
6,50,hard,True,42,16.64
6,50,hard,True,50,1.01
6,50,hard,True,46,11.28
6,50,hard,True,42,0.04
6,50,hard,True,38,0.41
6,50,hard,True,44,0.34
6,50,hard,True,50,16.86
6,50,hard,True,40,0.92
6,50,hard,True,46,10.7
6,50,hard,False,44,30.0
6,50,hard,True,42,4.75
6,50,hard,True,48,23.69
6,50,hard,True,38,4.5
6,50,hard,True,42,2.22
6,50,hard,True,44,7.26
6,50,hard,True,42,0.77
6,50,hard,True,42,0.04
6,50,hard,True,48,2.47
6,50,hard,False,48,30.0
6,50,hard,True,46,17.9
6,50,hard,True,46,0.94
6,50,hard,True,46,19.65
6,50,hard,True,42,1.49
6,50,hard,False,48,30.0
6,50,hard,True,24,0.14
6,50,hard,True,42,3.03
6,50,hard,True,50,12.54
6,50,hard,True,32,0.56
6,50,hard,True,42,16.92
6,50,hard,True,36,0.49
6,50,hard,True,44,1.32
6,50,hard,True,48,10.2
6,50,hard,False,46,30.0
6,50,hard,True,50,0.74
6,50,hard,True,44,2.95
6,50,hard,True,48,0.84
6,50,hard,True,42,0.27
6,50,hard,True,40,1.04
6,50,hard,True,44,0.73
6,50,hard,True,42,3.11
6,50,hard,True,44,1.42
6,50,hard,True,50,1.64
6,50,hard,False,44,30.0
6,50,hard,True,40,3.24
6,50,hard,True,48,1.23
6,50,hard,True,48,5.76
6,50,hard,True,48,0.57
6,50,hard,True,42,5.16
6,50,hard,True,46,0.91
6,50,hard,False,50,30.0
6,50,hard,False,46,30.0
6,50,hard,False,52,30.0
6,50,hard,True,46,9.65
6,50,hard,True,44,1.8
6,50,hard,True,48,0.2
6,50,hard,True,42,1.7
6,50,hard,True,46,5.19
6,50,hard,True,30,0.07
6,50,hard,True,42,3.39
6,50,hard,True,46,1.73
6,50,hard,False,44,30.0
6,50,hard,True,42,1.07
6,50,hard,True,50,0.54
6,50,hard,True,46,9.14
6,50,hard,True,48,0.33
6,50,hard,True,36,0.66
6,50,hard,True,50,0.13
6,50,hard,True,44,1.16
6,50,hard,False,48,30.0
